drugbank_id,drugbank_name,umls_cui_from_meddra,side_effect_name
DB01069,Promethazine,C1971624,Appetite absent
DB01069,Promethazine,C0003811,Arrhythmia
DB01069,Promethazine,C0004096,Asthma
DB01069,Promethazine,C0428977,Bradycardia
DB01069,Promethazine,C0007398,Catatonia
DB01069,Promethazine,C0009421,Coma
DB01069,Promethazine,C0520966,Coordination abnormal
DB01069,Promethazine,C0012569,Diplopia
DB01069,Promethazine,C0233407,Disorientation
DB01069,Promethazine,C0221490,Epigastric distress
DB01069,Promethazine,C0041834,Erythema
DB01069,Promethazine,C0235146,Euphoric mood
DB01069,Promethazine,C0015376,Extravasation
DB01069,Promethazine,C0017086,Gangrene
DB01069,Promethazine,C0018524,Hallucination
DB01069,Promethazine,C0020701,Hysteria
DB01069,Promethazine,C0022107,Irritability
DB01069,Promethazine,C0022354,Jaundice cholestatic
DB01069,Promethazine,C0086525,Lassitude
DB01069,Promethazine,C0023530,Leukopenia
DB01069,Promethazine,C0041657,Loss of consciousness
DB01069,Promethazine,C0027424,Nasal congestion
DB01069,Promethazine,C0027540,Necrosis
DB01069,Promethazine,C0161479,Nerve injury
DB01069,Promethazine,C0027849,Neuroleptic malignant syndrome
DB01069,Promethazine,C0085637,Oculogyric crisis
DB01069,Promethazine,C0030252,Palpitations
DB01069,Promethazine,C0522224,Paralysis
DB01069,Promethazine,C0031542,Phlebitis
DB01069,Promethazine,C0349506,Photosensitivity
DB01069,Promethazine,C0235063,Respiratory depression
DB01069,Promethazine,C0035204,Respiratory disorder
DB01069,Promethazine,C0543467,Surgery
DB01069,Promethazine,C0038999,Swelling
DB01069,Promethazine,C0686347,Tardive dyskinesia
DB01069,Promethazine,C0233494,Tension
DB01069,Promethazine,C0857305,Thrombocytopenic purpura
DB01069,Promethazine,C0040046,Thrombophlebitis
DB01069,Promethazine,C0040822,Tremor
DB01069,Promethazine,C0152032,Urinary hesitation
DB01069,Promethazine,C0080274,Urinary retention
DB01069,Promethazine,C0042487,Venous thrombosis
DB01069,Promethazine,C0344232,Vision blurred
DB01182,Propafenone,C0234458,Abnormal dreams
DB01182,Propafenone,C0001824,Agranulocytosis
DB01182,Propafenone,C0002170,Alopecia
DB01182,Propafenone,C0002871,Anaemia
DB01182,Propafenone,C0042373,Angiopathy
DB01182,Propafenone,C0151480,Antinuclear antibody positive
DB01182,Propafenone,C0003578,Apnoea
DB01182,Propafenone,C0003811,Arrhythmia
DB01182,Propafenone,C0428974,Arrhythmia supraventricular
DB01182,Propafenone,C0022408,Arthropathy
DB01182,Propafenone,C0151904,Aspartate aminotransferase increased
DB01182,Propafenone,C0004134,Ataxia
DB01182,Propafenone,C0004144,Atelectasis
DB01182,Propafenone,C0085611,Atrial arrhythmia
DB01182,Propafenone,C0004238,Atrial fibrillation
DB01182,Propafenone,C0004239,Atrial flutter
DB01182,Propafenone,C0004245,Atrioventricular block
DB01182,Propafenone,C0004331,Atrioventricular dissociation
DB01182,Propafenone,C0852911,Blood alkaline phosphatase increased
DB01182,Propafenone,C0311468,Blood bilirubin increased
DB01182,Propafenone,C0018939,Blood disorder
DB01182,Propafenone,C0595877,Blood glucose increased
DB01182,Propafenone,C0005940,Bone disorder
DB01182,Propafenone,C0428977,Bradycardia
DB01182,Propafenone,C0270611,Brain injury
DB01182,Propafenone,C0006145,Breast disorder
DB01182,Propafenone,C0085129,Bronchial hyperreactivity
DB01182,Propafenone,C0023211,Bundle branch block left
DB01182,Propafenone,C0085615,Bundle branch block right
DB01182,Propafenone,C0006444,Bursitis
DB01182,Propafenone,C0018799,Cardiac disorder
DB01182,Propafenone,C0018801,Cardiac failure
DB01182,Propafenone,C0018802,Cardiac failure congestive
DB01182,Propafenone,C0018808,Cardiac murmur
DB01182,Propafenone,C0038454,Cerebrovascular accident
DB01182,Propafenone,C0008370,Cholestasis
DB01182,Propafenone,C0009421,Coma
DB01182,Propafenone,C0009782,Connective tissue disorder
DB01182,Propafenone,C1956346,Coronary artery disease
DB01182,Propafenone,C0026821,Cramp muscle
DB01182,Propafenone,C0264909,Defect conduction intraventricular
DB01182,Propafenone,C0011175,Dehydration
DB01182,Propafenone,C0011849,Diabetes mellitus
DB01182,Propafenone,C0232459,Digestion impaired
DB01182,Propafenone,C0012797,Diuresis
DB01182,Propafenone,C0235234,Dry throat
DB01182,Propafenone,C0013298,Duodenitis
DB01182,Propafenone,C0013491,Ecchymosis
DB01182,Propafenone,C0151878,Electrocardiogram QT prolonged
DB01182,Propafenone,C0522055,Electrocardiogram abnormal
DB01182,Propafenone,C0233459,Emotional disorder
DB01182,Propafenone,C0013985,Emotional disturbance NOS
DB01182,Propafenone,C2240374,Eosinophil count increased
DB01182,Propafenone,C0014457,Eosinophilia
DB01182,Propafenone,C0014591,Epistaxis
DB01182,Propafenone,C0041834,Erythema
DB01182,Propafenone,C0340464,Extrasystoles
DB01182,Propafenone,C0015397,Eye disorder
DB01182,Propafenone,C0235266,Eye irritation
DB01182,Propafenone,C0005745,Eyelid ptosis
DB01182,Propafenone,C0016204,Flatulence
DB01182,Propafenone,C0151662,Gamma-glutamyltransferase increased
DB01182,Propafenone,C0017152,Gastritis
DB01182,Propafenone,C0239739,Gingival pain
DB01182,Propafenone,C0017979,Glycosuria
DB01182,Propafenone,C0018099,Gout
DB01182,Propafenone,C0018944,Haematoma
DB01182,Propafenone,C0018965,Haematuria
DB01182,Propafenone,C0518015,Haemoglobin
DB01182,Propafenone,C0162119,Haemoglobin decreased
DB01182,Propafenone,C0019079,Haemoptysis
DB01182,Propafenone,C0577822,Heart sounds abnormal
DB01182,Propafenone,C0235996,Hepatic enzyme increased
DB01182,Propafenone,C0019158,Hepatitis
DB01182,Propafenone,C0151763,Hepatocellular injury
DB01182,Propafenone,C0600142,Hot flush
DB01182,Propafenone,C0020456,Hyperglycaemia
DB01182,Propafenone,C0795692,Hyperlactacidaemia
DB01182,Propafenone,C0020473,Hyperlipidaemia
DB01182,Propafenone,C0020546,Hypertensive crisis
DB01182,Propafenone,C0026826,Hypertonia
DB01182,Propafenone,C0020580,Hypoaesthesia
DB01182,Propafenone,C2047937,Ill-defined disorder
DB01182,Propafenone,C0021053,Immune system disorder
DB01182,Propafenone,C0021141,Inappropriate antidiuretic hormone secretion
DB01182,Propafenone,C0851341,Infestation NOS
DB01182,Propafenone,C0162275,Ketonuria
DB01182,Propafenone,C0428895,Labile blood pressure
DB01182,Propafenone,C0023530,Leukopenia
DB01182,Propafenone,C0160390,Liver injury
DB01182,Propafenone,C0041657,Loss of consciousness
DB01182,Propafenone,C0024115,Lung disorder
DB01182,Propafenone,C0497156,Lymphadenopathy
DB01182,Propafenone,C0231218,Malaise
DB01182,Propafenone,C0162429,Malnutrition
DB01182,Propafenone,C0338831,Mania
DB01182,Propafenone,C0025061,Mediastinal disorder
DB01182,Propafenone,C0751295,Memory loss
DB01182,Propafenone,C0236075,Menopausal symptoms
DB01182,Propafenone,C0004936,Mental disorder
DB01182,Propafenone,C0553698,Monocyte count increased
DB01182,Propafenone,C0853087,Nail abnormality NOS
DB01182,Propafenone,C0027339,Nail disorder
DB01182,Propafenone,C0007859,Neck pain
DB01182,Propafenone,C0027726,Nephrotic syndrome
DB01182,Propafenone,C0031117,Neuropathy peripheral
DB01182,Propafenone,C0264893,Nodal arrhythmia
DB01182,Propafenone,C0028643,Numbness
DB01182,Propafenone,C0014868,Oesophagitis
DB01182,Propafenone,C0028961,Oliguria
DB01182,Propafenone,C2363730,Oropharyngeal discomfort
DB01182,Propafenone,C0020651,Orthostatic hypotension
DB01182,Propafenone,C0236000,Pain in jaw
DB01182,Propafenone,C0030232,Pallor
DB01182,Propafenone,C0030252,Palpitations
DB01182,Propafenone,C0030305,Pancreatitis
DB01182,Propafenone,C0030332,Panophthalmitis
DB01182,Propafenone,C0522224,Paralysis
DB01182,Propafenone,C0030920,Peptic ulcer
DB01182,Propafenone,C0031046,Pericarditis
DB01182,Propafenone,C0856049,Peripheral embolism
DB01182,Propafenone,C0085096,Peripheral vascular disorder
DB01182,Propafenone,C0031256,Petechiae
DB01182,Propafenone,C0032326,Pneumothorax
DB01182,Propafenone,C0042023,Pollakiuria
DB01182,Propafenone,C0033687,Proteinuria
DB01182,Propafenone,C0034150,Purpura
DB01182,Propafenone,C0429097,QRS complex
DB01182,Propafenone,C0034642,Rales
DB01182,Propafenone,C0267596,Rectal haemorrhage
DB01182,Propafenone,C0427457,Red blood cell count decreased
DB01182,Propafenone,C0035078,Renal failure
DB01182,Propafenone,C0035309,Retinal disorder
DB01182,Propafenone,C0036396,Sciatica
DB01182,Propafenone,C0037052,Sick sinus syndrome
DB01182,Propafenone,C0541782,Sinus arrest
DB01182,Propafenone,C0085610,Sinus bradycardia
DB01182,Propafenone,C0037822,Speech disorder
DB01182,Propafenone,C0233715,Speech impairment NOS
DB01182,Propafenone,C0038362,Stomatitis
DB01182,Propafenone,C0039240,Supraventricular tachycardia
DB01182,Propafenone,C0700590,Sweating increased
DB01182,Propafenone,C0024141,Systemic lupus erythematosus
DB01182,Propafenone,C0233494,Tension
DB01182,Propafenone,C0242429,Throat sore
DB01182,Propafenone,C0040053,Thrombosis
DB01182,Propafenone,C0040479,Torsade de pointes
DB01182,Propafenone,C0040822,Tremor
DB01182,Propafenone,C0041969,Urethral disorder
DB01182,Propafenone,C0042024,Urinary incontinence
DB01182,Propafenone,C0080274,Urinary retention
DB01182,Propafenone,C0042075,Urinary tract disorder
DB01182,Propafenone,C0438142,Urine analysis abnormal
DB01182,Propafenone,C1368065,Vascular purpura
DB01182,Propafenone,C0042487,Venous thrombosis
DB01182,Propafenone,C0151636,Ventricular extrasystoles
DB01182,Propafenone,C0042510,Ventricular fibrillation
DB01182,Propafenone,C0340279,Ventricular hypertrophy
DB01182,Propafenone,C0042514,Ventricular tachycardia
DB01182,Propafenone,C0042571,Vertigo
DB01182,Propafenone,C0344232,Vision blurred
DB01182,Propafenone,C0043096,Weight decreased
DB01182,Propafenone,C0043144,Wheezing
DB01182,Propafenone,C0750426,White blood cell count increased
DB00782,Propantheline,C0152198,Accommodation disorder
DB00782,Propantheline,C0003028,Anhidrosis
DB00782,Propantheline,C0235238,Cycloplegia
DB00782,Propantheline,C0018843,Heat stroke
DB00782,Propantheline,C0026961,Mydriasis
DB00782,Propantheline,C0030252,Palpitations
DB00782,Propantheline,C0037036,Salivary hypersecretion
DB00782,Propantheline,C0553721,Sweating decreased
DB00782,Propantheline,C0233494,Tension
DB00782,Propantheline,C0152032,Urinary hesitation
DB00782,Propantheline,C0344232,Vision blurred
DB00807,Proparacaine,C0162820,Allergic contact dermatitis
DB00807,Proparacaine,C1761613,Conjunctival hyperaemia
DB00807,Proparacaine,C0518015,Haemoglobin
DB00807,Proparacaine,C0423153,Lacrimation
DB00807,Proparacaine,C0152227,Lacrimation increased
DB00807,Proparacaine,C0023895,Liver disorder
DB00807,Proparacaine,C0026961,Mydriasis
DB00807,Proparacaine,C0027540,Necrosis
DB00807,Proparacaine,C0677500,Stinging
DB00818,Propofol,C0000729,Abdominal cramps
DB00818,Propofol,C0234458,Abnormal dreams
DB00818,Propofol,C0948089,Acute coronary syndrome
DB00818,Propofol,C0233472,Affect lability
DB00818,Propofol,C0002418,Amblyopia
DB00818,Propofol,C0340865,Anaphylactoid reaction
DB00818,Propofol,C0002994,Angioedema
DB00818,Propofol,C0003578,Apnoea
DB00818,Propofol,C0003811,Arrhythmia
DB00818,Propofol,C0428974,Arrhythmia supraventricular
DB00818,Propofol,C0085611,Atrial arrhythmia
DB00818,Propofol,C0004238,Atrial fibrillation
DB00818,Propofol,C0004245,Atrioventricular block
DB00818,Propofol,C0151539,Blood urea increased
DB00818,Propofol,C0428977,Bradycardia
DB00818,Propofol,C0006266,Bronchospasm
DB00818,Propofol,C0562057,Burning in throat
DB00818,Propofol,C0018801,Cardiac failure
DB00818,Propofol,C0235527,Cardiac failure right
DB00818,Propofol,C0007166,Cardiac output decreased
DB00818,Propofol,C0085593,Chills
DB00818,Propofol,C1761613,Conjunctival hyperaemia
DB00818,Propofol,C0026821,Cramp muscle
DB00818,Propofol,C0151578,Creatinine increased
DB00818,Propofol,C0011175,Dehydration
DB00818,Propofol,C0012569,Diplopia
DB00818,Propofol,C0424296,Disinhibition
DB00818,Propofol,C0152128,Drug withdrawal syndrome
DB00818,Propofol,C0013456,Ear pain
DB00818,Propofol,C0522055,Electrocardiogram abnormal
DB00818,Propofol,C0041834,Erythema
DB00818,Propofol,C0235146,Euphoric mood
DB00818,Propofol,C0340464,Extrasystoles
DB00818,Propofol,C0015376,Extravasation
DB00818,Propofol,C0151827,Eye pain
DB00818,Propofol,C0518015,Haemoglobin
DB00818,Propofol,C0018524,Hallucination
DB00818,Propofol,C0019521,Hiccups
DB00818,Propofol,C0020456,Hyperglycaemia
DB00818,Propofol,C0020473,Hyperlipidaemia
DB00818,Propofol,C0026826,Hypertonia
DB00818,Propofol,C0020578,Hyperventilation
DB00818,Propofol,C0151723,Hypomagnesaemia
DB00818,Propofol,C0242184,Hypoxia
DB00818,Propofol,C0020701,Hysteria
DB00818,Propofol,C0151828,Injection site pain
DB00818,Propofol,C0023066,Laryngospasm
DB00818,Propofol,C0023518,Leukocytosis
DB00818,Propofol,C0041657,Loss of consciousness
DB00818,Propofol,C0220981,Metabolic acidosis
DB00818,Propofol,C0085633,Mood swings
DB00818,Propofol,C0427086,Movements involuntary
DB00818,Propofol,C0026837,Muscle rigidity
DB00818,Propofol,C0231530,Muscle twitching
DB00818,Propofol,C0948525,Musculoskeletal stiffness
DB00818,Propofol,C0151744,Myocardial ischaemia
DB00818,Propofol,C0031117,Neuropathy peripheral
DB00818,Propofol,C0264893,Nodal arrhythmia
DB00818,Propofol,C1320474,Nuchal rigidity
DB00818,Propofol,C0028738,Nystagmus
DB00818,Propofol,C0028961,Oliguria
DB00818,Propofol,C0151818,Opisthotonus
DB00818,Propofol,C1096717,Pain during injection
DB00818,Propofol,C0030196,Pain in extremity
DB00818,Propofol,C0030305,Pancreatitis
DB00818,Propofol,C0031542,Phlebitis
DB00818,Propofol,C0034063,Pulmonary oedema
DB00818,Propofol,C0332575,Redness
DB00818,Propofol,C0035078,Renal failure
DB00818,Propofol,C0235063,Respiratory depression
DB00818,Propofol,C0035410,Rhabdomyolysis
DB00818,Propofol,C2939447,Right ventricular failure
DB00818,Propofol,C0037036,Salivary hypersecretion
DB00818,Propofol,C0243026,Sepsis
DB00818,Propofol,C0677500,Stinging
DB00818,Propofol,C0033036,Supraventricular extrasystoles
DB00818,Propofol,C0039240,Supraventricular tachycardia
DB00818,Propofol,C0700590,Sweating increased
DB00818,Propofol,C0231835,Tachypnoea
DB00818,Propofol,C0233632,Thinking abnormal
DB00818,Propofol,C0700184,Throat irritation
DB00818,Propofol,C0040053,Thrombosis
DB00818,Propofol,C0040822,Tremor
DB00818,Propofol,C0740852,Upper airway obstruction
DB00818,Propofol,C0080274,Urinary retention
DB00818,Propofol,C0522153,Urine color abnormal
DB00818,Propofol,C0151636,Ventricular extrasystoles
DB00818,Propofol,C0042510,Ventricular fibrillation
DB00818,Propofol,C0042514,Ventricular tachycardia
DB00818,Propofol,C0043144,Wheezing
DB00818,Propofol,C0087169,Withdrawal symptom
DB00571,Propranolol,C0000729,Abdominal cramps
DB00571,Propranolol,C0234458,Abnormal dreams
DB00571,Propranolol,C0234238,Ache
DB00571,Propranolol,C0233472,Affect lability
DB00571,Propranolol,C0001824,Agranulocytosis
DB00571,Propranolol,C0002170,Alopecia
DB00571,Propranolol,C0340865,Anaphylactoid reaction
DB00571,Propranolol,C0003834,Arterial insufficiency
DB00571,Propranolol,C0004245,Atrioventricular block
DB00571,Propranolol,C0428977,Bradycardia
DB00571,Propranolol,C0006271,Bronchiolitis
DB00571,Propranolol,C0006277,Bronchitis
DB00571,Propranolol,C0006266,Bronchospasm
DB00571,Propranolol,C0018799,Cardiac disorder
DB00571,Propranolol,C0018802,Cardiac failure congestive
DB00571,Propranolol,C0007398,Catatonia
DB00571,Propranolol,C0007682,Central nervous system disorder
DB00571,Propranolol,C0162529,Colitis ischaemic
DB00571,Propranolol,C0011606,Dermatitis exfoliative
DB00571,Propranolol,C0233407,Disorientation
DB00571,Propranolol,C0314719,Dry eye
DB00571,Propranolol,C0221490,Epigastric distress
DB00571,Propranolol,C0041834,Erythema
DB00571,Propranolol,C0014742,Erythema multiforme
DB00571,Propranolol,C0234192,Feeling cold
DB00571,Propranolol,C0018524,Hallucination
DB00571,Propranolol,C0020615,Hypoglycaemia
DB00571,Propranolol,C0851341,Infestation NOS
DB00571,Propranolol,C0022107,Irritability
DB00571,Propranolol,C0023066,Laryngospasm
DB00571,Propranolol,C0086525,Lassitude
DB00571,Propranolol,C0220870,Lightheadedness
DB00571,Propranolol,C0149725,Lower respiratory tract infection
DB00571,Propranolol,C0004936,Mental disorder
DB00571,Propranolol,C0085633,Mood swings
DB00571,Propranolol,C0027125,Myotonia
DB00571,Propranolol,C2363730,Oropharyngeal discomfort
DB00571,Propranolol,C0034150,Purpura
DB00571,Propranolol,C0034735,Raynaud's phenomenon
DB00571,Propranolol,C0035243,Respiratory tract infection
DB00571,Propranolol,C0701811,Short-term memory loss
DB00571,Propranolol,C0037299,Skin ulcer
DB00571,Propranolol,C0038325,Stevens-Johnson syndrome
DB00571,Propranolol,C0024141,Systemic lupus erythematosus
DB00571,Propranolol,C0242429,Throat sore
DB00571,Propranolol,C0857305,Thrombocytopenic purpura
DB00571,Propranolol,C1368065,Vascular purpura
DB00571,Propranolol,C0042571,Vertigo
DB00571,Propranolol,C0547030,Visual disturbance
DB00571,Propranolol,C0344320,Vivid dreams
DB00550,Propylthiouracil,C0001824,Agranulocytosis
DB00550,Propylthiouracil,C0002170,Alopecia
DB00550,Propylthiouracil,C0002874,Aplastic anaemia
DB00550,Propylthiouracil,C0011606,Dermatitis exfoliative
DB00550,Propylthiouracil,C1320835,Drug fever
DB00550,Propylthiouracil,C0221490,Epigastric distress
DB00550,Propylthiouracil,C0014743,Erythema nodosum
DB00550,Propylthiouracil,C0518015,Haemoglobin
DB00550,Propylthiouracil,C0019158,Hepatitis
DB00550,Propylthiouracil,C0206061,Interstitial pneumonia
DB00550,Propylthiouracil,C2973529,Leukocytoclastic vasculitis
DB00550,Propylthiouracil,C0023530,Leukopenia
DB00550,Propylthiouracil,C0160390,Liver injury
DB00550,Propylthiouracil,C0497156,Lymphadenopathy
DB00550,Propylthiouracil,C0027813,Neuritis
DB00550,Propylthiouracil,C0031117,Neuropathy peripheral
DB00550,Propylthiouracil,C0549567,Pigmentation disorder
DB00550,Propylthiouracil,C0037299,Skin ulcer
DB00550,Propylthiouracil,C0042384,Vasculitis
DB00550,Propylthiouracil,C0042571,Vertigo
DB00344,Protriptyline,C0000729,Abdominal cramps
DB00344,Protriptyline,C0152198,Accommodation disorder
DB00344,Protriptyline,C0948089,Acute coronary syndrome
DB00344,Protriptyline,C0001824,Agranulocytosis
DB00344,Protriptyline,C0002170,Alopecia
DB00344,Protriptyline,C0003811,Arrhythmia
DB00344,Protriptyline,C0004134,Ataxia
DB00344,Protriptyline,C0004245,Atrioventricular block
DB00344,Protriptyline,C0235347,Black hairy tongue
DB00344,Protriptyline,C2225524,Breast enlargement
DB00344,Protriptyline,C0038454,Cerebrovascular accident
DB00344,Protriptyline,C0520966,Coordination abnormal
DB00344,Protriptyline,C0233407,Disorientation
DB00344,Protriptyline,C1320835,Drug fever
DB00344,Protriptyline,C0152128,Drug withdrawal syndrome
DB00344,Protriptyline,C0014457,Eosinophilia
DB00344,Protriptyline,C0221490,Epigastric distress
DB00344,Protriptyline,C0018418,Gynaecomastia
DB00344,Protriptyline,C0018524,Hallucination
DB00344,Protriptyline,C0392676,Hyperpyrexia
DB00344,Protriptyline,C0020580,Hypoaesthesia
DB00344,Protriptyline,C0241934,Hypomania
DB00344,Protriptyline,C2047937,Ill-defined disorder
DB00344,Protriptyline,C0021141,Inappropriate antidiuretic hormone secretion
DB00344,Protriptyline,C0234708,Intraocular pressure increased
DB00344,Protriptyline,C0023530,Leukopenia
DB00344,Protriptyline,C0231218,Malaise
DB00344,Protriptyline,C0026961,Mydriasis
DB00344,Protriptyline,C0031117,Neuropathy peripheral
DB00344,Protriptyline,C0028643,Numbness
DB00344,Protriptyline,C0020651,Orthostatic hypotension
DB00344,Protriptyline,C0030252,Palpitations
DB00344,Protriptyline,C0030312,Pancytopenia
DB00344,Protriptyline,C0030318,Panic reaction
DB00344,Protriptyline,C0239385,Paresthesia of limbs
DB00344,Protriptyline,C0424823,Parotid swelling
DB00344,Protriptyline,C0031256,Petechiae
DB00344,Protriptyline,C0042023,Pollakiuria
DB00344,Protriptyline,C0034150,Purpura
DB00344,Protriptyline,C0038362,Stomatitis
DB00344,Protriptyline,C0040822,Tremor
DB00344,Protriptyline,C0080274,Urinary retention
DB00344,Protriptyline,C1368065,Vascular purpura
DB00344,Protriptyline,C0344232,Vision blurred
DB00344,Protriptyline,C0087169,Withdrawal symptom
DB00339,Pyrazinamide,C0001364,Acute yellow liver atrophy
DB00339,Pyrazinamide,C0005778,Clotting
DB00339,Pyrazinamide,C0232459,Digestion impaired
DB00339,Pyrazinamide,C0018099,Gout
DB00339,Pyrazinamide,C2062908,Gout acute
DB00339,Pyrazinamide,C0019158,Hepatitis
DB00339,Pyrazinamide,C0235378,Hepatotoxicity
DB00339,Pyrazinamide,C0740394,Hyperuricaemia
DB00339,Pyrazinamide,C2047937,Ill-defined disorder
DB00339,Pyrazinamide,C0231218,Malaise
DB00339,Pyrazinamide,C0005959,Marrow hyperplasia
DB00339,Pyrazinamide,C0030920,Peptic ulcer
DB00339,Pyrazinamide,C0349506,Photosensitivity
DB00339,Pyrazinamide,C0162296,Polyarthralgia
DB00339,Pyrazinamide,C0032708,Porphyrin metabolism disorder
DB00339,Pyrazinamide,C0423791,Rash maculo-papular
DB00339,Pyrazinamide,C0151900,Serum iron increased
DB00545,Pyridostigmine,C1291077,Abdominal bloating
DB00545,Pyridostigmine,C0000729,Abdominal cramps
DB00545,Pyridostigmine,C0002170,Alopecia
DB00545,Pyridostigmine,C0002418,Amblyopia
DB00545,Pyridostigmine,C0004096,Asthma
DB00545,Pyridostigmine,C0232693,Borborygmi
DB00545,Pyridostigmine,C0428977,Bradycardia
DB00545,Pyridostigmine,C0006277,Bronchitis
DB00545,Pyridostigmine,C0235710,Chest discomfort
DB00545,Pyridostigmine,C0232292,Chest tightness
DB00545,Pyridostigmine,C0274702,Cholinergic syndrome
DB00545,Pyridostigmine,C0026821,Cramp muscle
DB00545,Pyridostigmine,C0344315,Depressed mood
DB00545,Pyridostigmine,C0013390,Dysmenorrhoea
DB00545,Pyridostigmine,C0014591,Epistaxis
DB00545,Pyridostigmine,C0151827,Eye pain
DB00545,Pyridostigmine,C0015732,Faecal incontinence
DB00545,Pyridostigmine,C0015644,Fasciculation
DB00545,Pyridostigmine,C0016204,Flatulence
DB00545,Pyridostigmine,C0026826,Hypertonia
DB00545,Pyridostigmine,C0020580,Hypoaesthesia
DB00545,Pyridostigmine,C0521592,Hypoaesthesia oral
DB00545,Pyridostigmine,C0423153,Lacrimation
DB00545,Pyridostigmine,C0152227,Lacrimation increased
DB00545,Pyridostigmine,C0041657,Loss of consciousness
DB00545,Pyridostigmine,C0235086,Muscle contractions involuntary
DB00545,Pyridostigmine,C0231530,Muscle twitching
DB00545,Pyridostigmine,C0948525,Musculoskeletal stiffness
DB00545,Pyridostigmine,C0007859,Neck pain
DB00545,Pyridostigmine,C0030232,Pallor
DB00545,Pyridostigmine,C0349398,Paranoid delusions
DB00545,Pyridostigmine,C0042023,Pollakiuria
DB00545,Pyridostigmine,C0034063,Pulmonary oedema
DB00545,Pyridostigmine,C0035232,Respiratory paralysis
DB00545,Pyridostigmine,C0037036,Salivary hypersecretion
DB00545,Pyridostigmine,C0235567,Sputum increased
DB00545,Pyridostigmine,C0700590,Sweating increased
DB00545,Pyridostigmine,C0040046,Thrombophlebitis
DB00545,Pyridostigmine,C0042024,Urinary incontinence
DB00545,Pyridostigmine,C0031133,Vermiculation
DB00545,Pyridostigmine,C0042571,Vertigo
DB00205,Pyrimethamine,C0002888,Anaemia megaloblastic
DB00205,Pyrimethamine,C0014742,Erythema multiforme
DB00205,Pyrimethamine,C0018965,Haematuria
DB00205,Pyrimethamine,C0023530,Leukopenia
DB00205,Pyrimethamine,C0030312,Pancytopenia
DB00205,Pyrimethamine,C0034068,Pulmonary eosinophilia
DB00205,Pyrimethamine,C0038325,Stevens-Johnson syndrome
DB01224,Quetiapine,C0232492,Abdominal pain upper
DB01224,Quetiapine,C0234458,Abnormal dreams
DB01224,Quetiapine,C0152198,Accommodation disorder
DB01224,Quetiapine,C0702166,Acne
DB01224,Quetiapine,C0233472,Affect lability
DB01224,Quetiapine,C0001824,Agranulocytosis
DB01224,Quetiapine,C0085623,Akinesia
DB01224,Quetiapine,C0151474,Alcohol intolerance
DB01224,Quetiapine,C0002418,Amblyopia
DB01224,Quetiapine,C0002453,Amenorrhoea
DB01224,Quetiapine,C0002871,Anaemia
DB01224,Quetiapine,C0002994,Angioedema
DB01224,Quetiapine,C0042373,Angiopathy
DB01224,Quetiapine,C0085632,Apathy
DB01224,Quetiapine,C0003537,Aphasia
DB01224,Quetiapine,C0022408,Arthropathy
DB01224,Quetiapine,C0151904,Aspartate aminotransferase increased
DB01224,Quetiapine,C0004096,Asthma
DB01224,Quetiapine,C0004134,Ataxia
DB01224,Quetiapine,C0004238,Atrial fibrillation
DB01224,Quetiapine,C0575090,Balance disorder
DB01224,Quetiapine,C0232849,Bladder pain
DB01224,Quetiapine,C0852911,Blood alkaline phosphatase increased
DB01224,Quetiapine,C0018939,Blood disorder
DB01224,Quetiapine,C0595877,Blood glucose increased
DB01224,Quetiapine,C0277890,Blood pressure diastolic decreased
DB01224,Quetiapine,C0020672,Body temperature decreased
DB01224,Quetiapine,C0151825,Bone pain
DB01224,Quetiapine,C0428977,Bradycardia
DB01224,Quetiapine,C0006118,Brain neoplasm
DB01224,Quetiapine,C0006142,Breast cancer
DB01224,Quetiapine,C0006145,Breast disorder
DB01224,Quetiapine,C0006152,Breast swelling
DB01224,Quetiapine,C0006277,Bronchitis
DB01224,Quetiapine,C0006325,Bruxism
DB01224,Quetiapine,C0006840,Candida infection
DB01224,Quetiapine,C0018799,Cardiac disorder
DB01224,Quetiapine,C0018802,Cardiac failure congestive
DB01224,Quetiapine,C0878544,Cardiomyopathy
DB01224,Quetiapine,C0007398,Catatonia
DB01224,Quetiapine,C0007682,Central nervous system disorder
DB01224,Quetiapine,C0038454,Cerebrovascular accident
DB01224,Quetiapine,C0085593,Chills
DB01224,Quetiapine,C0085583,Choreoathetosis
DB01224,Quetiapine,C0009763,Conjunctivitis
DB01224,Quetiapine,C0009782,Connective tissue disorder
DB01224,Quetiapine,C0520966,Coordination abnormal
DB01224,Quetiapine,C0026821,Cramp muscle
DB01224,Quetiapine,C0151578,Creatinine increased
DB01224,Quetiapine,C0010520,Cyanosis
DB01224,Quetiapine,C0149871,Deep vein thrombosis
DB01224,Quetiapine,C0011175,Dehydration
DB01224,Quetiapine,C0549249,Depressed level of consciousness
DB01224,Quetiapine,C0011606,Dermatitis exfoliative
DB01224,Quetiapine,C0011849,Diabetes mellitus
DB01224,Quetiapine,C1263960,Diabetic coma
DB01224,Quetiapine,C0042790,Disorder sight
DB01224,Quetiapine,C0233407,Disorientation
DB01224,Quetiapine,C0687133,Drug interaction
DB01224,Quetiapine,C0152128,Drug withdrawal syndrome
DB01224,Quetiapine,C0027609,Drug withdrawal syndrome neonatal
DB01224,Quetiapine,C0314719,Dry eye
DB01224,Quetiapine,C0235234,Dry throat
DB01224,Quetiapine,C0242339,Dyslipidaemia
