,cuis,drugbankID,drugname,indication
5365,C0042485,DB13764,monoxerutin,Peripheral venous insufficiency
5366,C0184567,DB08976,floctafenine,Acute pain
5367,C0020651,DB06262,droxidopa,Orthostatic hypotension
5368,C0030567,DB06262,droxidopa,Parkinson's disease
5369,C0014547,DB09119,eslicarbazepine acetate,Partial seizure
5370,C0271638,DB09022,benfluorex,Type 2 diabetes mellitus in obese
5371,C0700345,DB00257,clotrimazole,Candidal vulvovaginitis
5372,C0011974,DB00257,clotrimazole,Diaper rash
5373,C0040252,DB00257,clotrimazole,Tinea corporis
5374,C0006846,DB00257,clotrimazole,Candidiasis of skin
5375,C0006849,DB00257,clotrimazole,Candidiasis of mouth
5376,C1384589,DB00257,clotrimazole,Tinea cruris
5377,C0040259,DB00257,clotrimazole,Tinea pedis
5378,C0040262,DB00257,clotrimazole,Pityriasis versicolor
5379,C0023467,DB01262,decitabine,"Acute myeloid leukemia, disease"
5380,C0026986,DB01262,decitabine,Myelodysplastic syndrome
5381,C0877445,DB01141,micafungin,Candidemia
5382,C0153252,DB01141,micafungin,Disseminated candidiasis
5383,C0349009,DB01141,micafungin,Candidal septicemia
5384,C0239295,DB01141,micafungin,Candidiasis of the esophagus
5385,C0020443,DB01599,probucol,Hypercholesterolemia
5386,C0020473,DB01599,probucol,Hyperlipidemia
5387,C0041234,DB11820,nifurtimox,Infection by Trypanosoma cruzi
5388,C0019829,DB00997,doxorubicin,Hodgkin's disease
5389,C3163805,DB00997,doxorubicin,Carcinoma of female breast
5390,C0026764,DB00997,doxorubicin,Multiple myeloma
5391,C0585442,DB00997,doxorubicin,Osteosarcoma of bone
5392,C0276535,DB00997,doxorubicin,Kaposi's sarcoma associated with AIDS
5393,C0079744,DB00997,doxorubicin,"Diffuse non-Hodgkin's lymphoma, large cell"
5394,C0024301,DB00997,doxorubicin,Follicular non-Hodgkin's lymphoma
5395,C0023467,DB00997,doxorubicin,"Acute myeloid leukemia, disease"
5396,C0027708,DB00997,doxorubicin,Nephroblastoma
5397,C0024305,DB00997,doxorubicin,Non-Hodgkin's lymphoma
5398,C0678222,DB00997,doxorubicin,Carcinoma of breast
5399,C0242379,DB00997,doxorubicin,Malignant tumor of lung
5400,C0149925,DB00997,doxorubicin,Small cell carcinoma of lung
5401,C0023449,DB00997,doxorubicin,Acute lymphoid leukemia
5402,C0006413,DB00997,doxorubicin,Burkitt's lymphoma
5403,C0007115,DB00997,doxorubicin,Malignant tumor of thyroid gland
5404,C0036220,DB00997,doxorubicin,Kaposi's sarcoma
5405,C0027819,DB00997,doxorubicin,Neuroblastoma
5406,C1140680,DB00997,doxorubicin,Malignant tumor of ovary
5407,C0577708,DB00828,fosfomycin,Escherichia coli urinary tract infection
5408,C0042029,DB00828,fosfomycin,Urinary tract infectious disease
5409,C1960398,DB01259,lapatinib,HER2-positive carcinoma of breast
5410,C0003467,DB00801,halazepam,Anxiety
5411,C0011581,DB13411,lofepramine,Depressive disorder
5412,C0034067,DB00871,terbutaline,Pulmonary emphysema
5413,C0033774,DB00871,terbutaline,Itching of skin
5414,C0013238,DB00871,terbutaline,Tear film insufficiency
5415,C0004096,DB00871,terbutaline,Asthma
5416,C0152030,DB00871,terbutaline,Skin irritation
5417,C0006277,DB00871,terbutaline,Bronchitis
5418,C0347950,DB00871,terbutaline,Acute exacerbation of asthma
5419,C1318955,DB00871,terbutaline,Asthma management
5420,C0041234,DB11989,benznidazole,Infection by Trypanosoma cruzi
5421,C0011974,DB01110,miconazole,Diaper rash
5422,C0040259,DB01110,miconazole,Tinea pedis
5423,C0700345,DB01110,miconazole,Candidal vulvovaginitis
5424,C0040262,DB01110,miconazole,Pityriasis versicolor
5425,C0040252,DB01110,miconazole,Tinea corporis
5426,C1384589,DB01110,miconazole,Tinea cruris
5427,C0006846,DB01110,miconazole,Candidiasis of skin
5428,C0040261,DB01110,miconazole,Onychomycosis due to dermatophyte
5429,C0019693,DB01319,fosamprenavir,Human immunodeficiency virus infection
5430,C0017612,DB01214,metipranolol,Open-angle glaucoma
5431,C0028840,DB01214,metipranolol,Ocular hypertension
5432,C0029408,DB00861,diflunisal,Osteoarthritis
5433,C0003873,DB00861,diflunisal,Rheumatoid arthritis
5434,C0030193,DB00861,diflunisal,Pain
5435,C0150055,DB00861,diflunisal,Chronic pain
5436,C0242350,DB00862,vardenafil,Impotence
5437,C0342985,DB01256,retapamulin,Superficial bacterial infection of skin
5438,C0021099,DB01256,retapamulin,Impetigo
5439,C0850149,DB13445,nepinalone,Non-productive cough
5440,C0403643,DB08893,mirabegron,Bladder muscle dysfunction - overactive
5441,C0017601,DB13165,ripasudil,Glaucoma
5442,C0028840,DB13165,ripasudil,Ocular hypertension
5443,C0238111,DB00349,clobazam,Lennox-Gastaut syndrome
5444,C0032743,DB13146,fluciclovine (18F),Positron emission tomography
5445,C0271084,DB04895,pegaptanib,Exudative age-related macular degeneration
5446,C0406317,DB00092,alefacept,Plaque psoriasis
5447,C0028754,DB00579,mazindol,Obesity
5448,C0020550,DB00389,carbimazole,Hyperthyroidism
5449,C0018213,DB00389,carbimazole,Graves' disease
5450,C0003862,DB00788,naproxen,Joint pain
5451,C0003873,DB00788,naproxen,Rheumatoid arthritis
5452,C0037195,DB00788,naproxen,Sinus headache
5453,C0013390,DB00788,naproxen,Dysmenorrhea
5454,C1260880,DB00788,naproxen,Nasal discharge
5455,C0393735,DB00788,naproxen,Headache disorder
5456,C0149931,DB00788,naproxen,Migraine
5457,C0029408,DB00788,naproxen,Osteoarthritis
5458,C3495559,DB00788,naproxen,Juvenile rheumatoid arthritis
5459,C0015967,DB00788,naproxen,Fever
5460,C0006444,DB00788,naproxen,Bursitis
5461,C0231528,DB00788,naproxen,Muscle pain
5462,C0030193,DB00788,naproxen,Pain
5463,C0018099,DB00788,naproxen,Gout
5464,C0039503,DB00788,naproxen,Tendinitis
5465,C0038013,DB00788,naproxen,Ankylosing spondylitis
5466,C0040460,DB00788,naproxen,Toothache
5467,C0037299,DB05245,sulfadiazine silver,Skin ulcer
5468,C0003873,DB13167,alclofenac,Rheumatoid arthritis
5469,C0030193,DB13167,alclofenac,Pain
5470,C0029408,DB01283,lumiracoxib,Osteoarthritis
5471,C0029408,DB01009,ketoprofen,Osteoarthritis
5472,C0030193,DB01009,ketoprofen,Pain
5473,C0013390,DB01009,ketoprofen,Dysmenorrhea
5474,C0003873,DB01009,ketoprofen,Rheumatoid arthritis
5475,C0043096,DB01490,aminorex,Weight loss
5476,C0030920,DB13695,penthienate,Peptic ulcer
5477,C0581358,DB13695,penthienate,Gastric spasm
5478,C1632842,DB00560,tigecycline,Complicated appendicitis
5479,C0276026,DB00560,tigecycline,Haemophilus influenzae pneumonia
5480,C0243001,DB00560,tigecycline,Abdominal abscess
5481,C1112209,DB00560,tigecycline,Infectious disease of abdomen
5482,C0155862,DB00560,tigecycline,Pneumonia due to Streptococcus
5483,C0023467,DB00056,gemtuzumab ozogamicin,"Acute myeloid leukemia, disease"
5484,C0678222,DB04845,ixabepilone,Carcinoma of breast
5485,C0024790,DB01257,eculizumab,Paroxysmal nocturnal hemoglobinuria
5486,C2919522,DB01257,eculizumab,Congenital hemolytic uremic syndrome
5487,C0027873,DB01257,eculizumab,Neuromyelitis optica
5488,C0563269,DB12479,zabofloxacin,Acute infective exacerbation of chronic obstructive airways disease
5489,C0002962,DB13637,tenitramine,Angina pectoris
5490,C3854116,DB08869,tesamorelin,Lipodystrophy due to Human immunodeficiency virus infection and antiretroviral therapy
5491,C0236830,DB08997,dexetimide,Neuroleptic-induced Parkinsonism
5492,C0001206,DB00082,pegvisomant,Acromegaly
5493,C0002962,DB01115,nifedipine,Angina pectoris
5494,C0002963,DB01115,nifedipine,Prinzmetal angina
5495,C0020538,DB01115,nifedipine,Hypertensive disorder
5496,C0007820,DB13488,bencyclane,Cerebrovascular disease
5497,C0036323,DB01096,oxamniquine,Infection by Schistosoma
5498,C0346974,DB00112,bevacizumab,Secondary malignant neoplasm of colon
5499,C2585890,DB00112,bevacizumab,Nonsquamous nonsmall cell neoplasm of lung
5500,C1621958,DB00112,bevacizumab,Glioblastoma multiforme
5501,C0278678,DB00112,bevacizumab,Metastatic renal cell carcinoma
5502,C0302592,DB00112,bevacizumab,Carcinoma of cervix
5503,C0153467,DB00112,bevacizumab,Malignant tumor of peritoneum
5504,C0346161,DB00112,bevacizumab,Malignant epithelial tumor of ovary
5505,C0153579,DB00112,bevacizumab,Malignant tumor of fallopian tube
5506,C0006142,DB00112,bevacizumab,Malignant tumor of breast
5507,C4722085,DB00112,bevacizumab,Malignant neoplasm of colon and/or rectum
5508,C0751967,DB00087,alemtuzumab,Relapsing remitting multiple sclerosis
5509,C0038358,DB06723,algeldrate,Gastric ulcer
5510,C0018834,DB06723,algeldrate,Heartburn
5511,C0030920,DB06723,algeldrate,Peptic ulcer
5512,C0013395,DB06723,algeldrate,Indigestion
5513,C0013295,DB06723,algeldrate,Duodenal ulcer disease
5514,C0017168,DB06723,algeldrate,Gastroesophageal reflux disease
5515,C0520767,DB01139,cefapirin,Staphylococcal endocarditis
5516,C0343402,DB01139,cefapirin,Bacterial infection due to Klebsiella pneumoniae
5517,C0152965,DB01139,cefapirin,Staphylococcal septicemia
5518,C0554628,DB01139,cefapirin,Streptococcus pyogenes infection
5519,C0155862,DB01139,cefapirin,Pneumonia due to Streptococcus
5520,C0032285,DB01139,cefapirin,Pneumonia
5521,C0032308,DB01139,cefapirin,Staphylococcal pneumonia
5522,C0577709,DB01139,cefapirin,Proteus urinary tract infection
5523,C0042029,DB01139,cefapirin,Urinary tract infectious disease
5524,C1318973,DB01139,cefapirin,Infection due to Staphylococcus aureus
5525,C0684256,DB01139,cefapirin,Bacterial septicemia
5526,C0014836,DB01139,cefapirin,Infection due to Escherichia coli
5527,C0276088,DB01139,cefapirin,Septicemia due to Escherichia coli
5528,C0157749,DB01139,cefapirin,Infectious disorder of joint
5529,C0178299,DB01139,cefapirin,Infection of skin AND/OR subcutaneous tissue
5530,C0152964,DB01139,cefapirin,Streptococcal septicemia
5531,C0520775,DB01139,cefapirin,Klebsiella cystitis
5532,C0276026,DB01139,cefapirin,Haemophilus influenzae pneumonia
5533,C0035468,DB01139,cefapirin,Rhinoscleroma
5534,C2242472,DB01139,cefapirin,Infection of bone
5535,C0014121,DB01139,cefapirin,Bacterial endocarditis
5536,C1997728,DB01139,cefapirin,Osteomyelitis due to Staphylococcus aureus
5537,C0149725,DB01139,cefapirin,Lower respiratory tract infection
5538,C0577708,DB01139,cefapirin,Escherichia coli urinary tract infection
5539,C0524910,DB00022,peginterferon alfa-2b,Chronic hepatitis C
5540,C0010200,DB13309,benproperine,Cough
5541,C1263846,DB01230,pemoline,Attention deficit hyperactivity disorder
5542,C0406317,DB00095,efalizumab,Plaque psoriasis
5543,C0036508,DB00663,flumetasone,Seborrheic dermatitis
5544,C0406317,DB00663,flumetasone,Plaque psoriasis
5545,C0024138,DB00663,flumetasone,Discoid lupus erythematosus
5546,C0033777,DB00663,flumetasone,Pruritus of genital organs
5547,C0015230,DB00663,flumetasone,Eruption of skin
5548,C0079773,DB00663,flumetasone,Primary cutaneous T-cell lymphoma
5549,C0085074,DB00663,flumetasone,Granuloma annulare
5550,C0406326,DB00663,flumetasone,Scalp psoriasis
5551,C0011616,DB00663,flumetasone,Contact dermatitis
5552,C0149922,DB00663,flumetasone,Lichen simplex chronicus
5553,C0033775,DB00663,flumetasone,Pruritus ani
5554,C0011615,DB00663,flumetasone,Atopic dermatitis
5555,C3495559,DB00991,oxaprozin,Juvenile rheumatoid arthritis
5556,C0029408,DB00991,oxaprozin,Osteoarthritis
5557,C0003873,DB00991,oxaprozin,Rheumatoid arthritis
5558,C2585945,DB06695,dabigatran etexilate,Prevention of deep vein thrombosis
5559,C0011860,DB01120,gliclazide,Diabetes mellitus type 2
5560,C0023786,DB00090,laronidase,"Mucopolysaccharidosis, MPS-I"
5561,C0028840,DB08819,tafluprost,Ocular hypertension
5562,C0017612,DB08819,tafluprost,Open-angle glaucoma
5563,C0472713,DB00012,darbepoetin alfa,Anemia of renal disease
5564,C4708167,DB00012,darbepoetin alfa,Anemia due to and following chemotherapy
5565,C0079774,DB06185,forodesine,Peripheral T-cell lymphoma
5566,C0149948,DB09047,finafloxacin,Acute otitis externa
5567,C0023449,DB00694,daunorubicin,Acute lymphoid leukemia
5568,C0023487,DB00694,daunorubicin,"Acute promyelocytic leukemia, FAB M3"
5569,C0023465,DB00694,daunorubicin,Acute monocytic/monoblastic leukemia
5570,C0023467,DB00694,daunorubicin,"Acute myeloid leukemia, disease"
5571,C0023440,DB00694,daunorubicin,"Erythroleukemia, FAB M6"
5572,C0036220,DB00694,daunorubicin,Kaposi's sarcoma
5573,C0004238,DB00390,digoxin,Atrial fibrillation
5574,C0274726,DB00390,digoxin,Poisoning by digitalis glycoside
5575,C0264716,DB00390,digoxin,Chronic heart failure
5576,C1827687,DB00019,pegfilgrastim,Chemotherapy-induced neutropenia
5577,C0002915,DB00818,propofol,General anesthesia
5578,C0011849,DB01309,insulin glulisine,Diabetes mellitus
5579,C0019693,DB01264,darunavir,Human immunodeficiency virus infection
5580,C0233523,DB12867,benperidol,Antisocial behavior
5581,C0040517,DB01100,pimozide,Gilles de la Tourette's syndrome
5582,C0024301,DB00078,ibritumomab tiuxetan,Follicular non-Hodgkin's lymphoma
5583,C0030193,DB00844,nalbuphine,Pain
5584,C0002921,DB00844,nalbuphine,Local anesthesia
5585,C0002915,DB00844,nalbuphine,General anesthesia
5586,C0474368,DB00844,nalbuphine,Labor pain
5587,C0585362,DB00002,cetuximab,Squamous cell carcinoma of mouth
5588,C3163899,DB00002,cetuximab,Squamous cell carcinoma of nose
5589,C1319317,DB00002,cetuximab,Squamous cell carcinoma of pharynx
5590,C0280324,DB00002,cetuximab,Squamous cell carcinoma of larynx
5591,C0007102,DB00002,cetuximab,Malignant tumor of colon
5592,C0043096,DB06655,liraglutide,Weight loss
5593,C0011860,DB06655,liraglutide,Diabetes mellitus type 2
5594,C0021400,DB11888,laninamivir octanoate hydrate,Influenza
5595,C1563054,DB00845,clofazimine,Dapsone resistant leprosy
5596,C0085652,DB00845,clofazimine,Pyoderma gangrenosum
5597,C0343467,DB00845,clofazimine,Erythema nodosum leprosum
5598,C0023343,DB00845,clofazimine,Leprosy
5599,C1562585,DB00845,clofazimine,Multibacillary leprosy
5600,C0042109,DB11591,bilastine,Urticaria
5601,C2607914,DB11591,bilastine,Allergic rhinitis
5602,C0005283,DB01609,deferasirox,beta Thalassemia
5603,C0019693,DB00300,tenofovir disoproxil,Human immunodeficiency virus infection
5604,C0524909,DB00300,tenofovir disoproxil,Chronic type B viral hepatitis
5605,C0006277,DB13092,meclocycline,Bronchitis
5606,C0275652,DB13092,meclocycline,Acute gonococcal urethritis
5607,C0035021,DB13092,meclocycline,Relapsing fever
5608,C0149966,DB13092,meclocycline,Gonorrhea of pharynx
5609,C0006309,DB13092,meclocycline,Brucellosis
5610,C0009770,DB13092,meclocycline,Inclusion conjunctivitis
5611,C0520775,DB13092,meclocycline,Klebsiella cystitis
5612,C0153196,DB13092,meclocycline,Acute gonococcal endometritis
5613,C0043388,DB13092,meclocycline,Yaws
5614,C0275556,DB13092,meclocycline,Acute bacterial sinusitis
5615,C0007947,DB13092,meclocycline,Chancroid
5616,C0003175,DB13092,meclocycline,Anthrax
5617,C0275665,DB13092,meclocycline,Gonorrhea of rectum
5618,C0149704,DB13092,meclocycline,Gingivostomatitis
5619,C0001144,DB13092,meclocycline,Acne vulgaris
5620,C0042029,DB13092,meclocycline,Urinary tract infectious disease
5621,C0001261,DB13092,meclocycline,Actinomycotic infection
5622,C0040592,DB13092,meclocycline,Trachoma
5623,C1318973,DB13092,meclocycline,Infection due to Staphylococcus aureus
5624,C0024286,DB13092,meclocycline,Lymphogranuloma venereum
5625,C0153195,DB13092,meclocycline,Acute gonococcal cervicitis
5626,C0018081,DB13092,meclocycline,Gonorrhea
5627,C0029291,DB13092,meclocycline,Ornithosis
5628,C0729586,DB13092,meclocycline,Infective otitis media
5629,C0034362,DB13092,meclocycline,Q fever
5630,C0035597,DB13092,meclocycline,Rickettsialpox
5631,C0032285,DB13092,meclocycline,Pneumonia
5632,C0178299,DB13092,meclocycline,Infection of skin AND/OR subcutaneous tissue
5633,C0039128,DB13092,meclocycline,Syphilis
5634,C0037199,DB13092,meclocycline,Sinusitis
5635,C0031350,DB13092,meclocycline,Pharyngitis
5636,C0018190,DB13092,meclocycline,Granuloma inguinale
5637,C0035793,DB13092,meclocycline,Rocky Mountain spotted fever
5638,C0038358,DB16308,revaprazan,Gastric ulcer
5639,C0013295,DB16308,revaprazan,Duodenal ulcer disease
5640,C0677659,DB16308,revaprazan,Gastro-esophageal reflux disease with esophagitis
5641,C0019693,DB01072,atazanavir,Human immunodeficiency virus infection
5642,C0029458,DB06401,bazedoxifene,Postmenopausal osteoporosis
5643,C0600142,DB06401,bazedoxifene,Menopausal flushing
5644,C2215257,DB08439,parecoxib,Acute postoperative pain
5645,C0033774,DB00902,methdilazine,Itching of skin
5646,C2607914,DB00902,methdilazine,Allergic rhinitis
5647,C0027424,DB00902,methdilazine,Nasal congestion
5648,C0002994,DB00902,methdilazine,Angioedema
5649,C0343065,DB00902,methdilazine,Dermatographic urticaria
5650,C1260880,DB00902,methdilazine,Nasal discharge
5651,C0042109,DB00902,methdilazine,Urticaria
5652,C0009766,DB00902,methdilazine,Allergic conjunctivitis
5653,C0002915,DB00902,methdilazine,General anesthesia
5654,C0037383,DB00902,methdilazine,Sneezing
5655,C0524910,DB00008,peginterferon alfa-2a,Chronic hepatitis C
5656,C0524909,DB00008,peginterferon alfa-2a,Chronic type B viral hepatitis
5657,C1269683,DB00656,trazodone,Major depressive disorder
5658,C0036992,DB08900,teduglutide,Short bowel syndrome
5659,C0036341,DB00408,loxapine,Schizophrenia
5660,C0005586,DB00408,loxapine,Bipolar disorder
5661,C0401160,DB00470,dronabinol,Chemotherapy-induced nausea and vomiting
5662,C0021400,DB00198,oseltamivir,Influenza
5663,C0393760,DB00980,ramelteon,Initial insomnia
5664,C1527407,DB06612,mepolizumab,Eosinophilic asthma
5665,C0029967,DB09066,corifollitropin alfa,Ovulation induction
5666,C0010691,DB06823,tiopronin,Cystinuria
5667,C0042510,DB01118,amiodarone,Ventricular fibrillation
5668,C0729772,DB06160,garenoxacin,Infective laryngitis
5669,C0031157,DB06160,garenoxacin,Peritonsillar abscess
5670,C0004626,DB06160,garenoxacin,Bacterial pneumonia
5671,C0729586,DB06160,garenoxacin,Infective otitis media
5672,C0037199,DB06160,garenoxacin,Sinusitis
5673,C1271701,DB00024,thyrotropin alfa,Serum thyroglobulin level
5674,C0152499,DB00911,tinidazole,Acute amebiasis
5675,C0040921,DB00911,tinidazole,Infection by Trichomonas
5676,C0085166,DB00911,tinidazole,Bacterial vaginosis
5677,C0023886,DB00911,tinidazole,Amebic liver abscess
5678,C0017536,DB00911,tinidazole,Giardiasis
5679,C0020598,DB00146,calcifediol,Hypocalcemia
5680,C0035086,DB00146,calcifediol,Renal osteodystrophy
5681,C0035579,DB00146,calcifediol,Rickets
5682,C0085682,DB00146,calcifediol,Hypophosphatemia
5683,C2585945,DB04898,ximelagatran,Prevention of deep vein thrombosis
5684,C0019693,DB01601,lopinavir,Human immunodeficiency virus infection
5685,C0020538,DB00457,prazosin,Hypertensive disorder
5686,C0026986,DB00480,lenalidomide,Myelodysplastic syndrome
5687,C0026764,DB00480,lenalidomide,Multiple myeloma
5688,C0334634,DB00480,lenalidomide,Mantle cell lymphoma
5689,C0026764,DB08910,pomalidomide,Multiple myeloma
5690,C0155626,DB00031,tenecteplase,Acute myocardial infarction
5691,C0276026,DB00976,telithromycin,Haemophilus influenzae pneumonia
5692,C0032302,DB00976,telithromycin,Pneumonia due to Mycoplasma pneumoniae
5693,C0339959,DB00976,telithromycin,Chlamydial pneumonia
5694,C0155862,DB00976,telithromycin,Pneumococcal pneumonia
5695,C0554628,DB00976,telithromycin,Streptococcus pyogenes infection
5696,C0162627,DB11943,delafloxacin,Bacterial infection of skin
5697,C0026769,DB00108,natalizumab,Multiple sclerosis
5698,C0010346,DB00108,natalizumab,Crohn's disease
5699,C0426639,DB14515,magnesium lactate,Incomplete passage of stool
5700,C0013395,DB14515,magnesium lactate,Indigestion
5701,C0151723,DB14515,magnesium lactate,Hypomagnesemia
5702,C0009806,DB14515,magnesium lactate,Constipation
5703,C0004604,DB01397,magnesium salicylate,Backache
5704,C0003873,DB01397,magnesium salicylate,Rheumatoid arthritis
5705,C0015967,DB01397,magnesium salicylate,Fever
5706,C0030193,DB01397,magnesium salicylate,Pain
5707,C0029408,DB01397,magnesium salicylate,Osteoarthritis
5708,C0013390,DB01397,magnesium salicylate,Dysmenorrhea
5709,C0039103,DB01397,magnesium salicylate,Synovitis
5710,C0003862,DB01397,magnesium salicylate,Joint pain
5711,C0006444,DB01397,magnesium salicylate,Bursitis
5712,C0393735,DB01397,magnesium salicylate,Headache disorder
5713,C1532338,DB00063,eptifibatide,Percutaneous coronary intervention
5714,C0948089,DB00063,eptifibatide,Acute coronary syndrome
5715,C0035235,DB00110,palivizumab,Respiratory syncytial virus infection
5716,C0038818,DB11206,bemotrizinol,Sunscreen agent
5717,C0040259,DB08933,luliconazole,Tinea pedis
5718,C1384589,DB08933,luliconazole,Tinea cruris
5719,C0040252,DB08933,luliconazole,Tinea corporis
5720,C0242429,DB06742,ambroxol,Sore throat symptom
5721,C0008677,DB01409,tiotropium bromide,Chronic bronchitis
5722,C0034067,DB01409,tiotropium bromide,Pulmonary emphysema
5723,C0004096,DB01409,tiotropium bromide,Asthma
5724,C0221032,DB09046,metreleptin,Congenital generalized lipodystrophy
5725,C0271693,DB09046,metreleptin,Acquired generalized lipodystrophy
5726,C0220989,DB09046,metreleptin,Acquired partial lipodystrophy
5727,C0006266,DB01001,salbutamol,Bronchospasm
5728,C0347950,DB01001,salbutamol,Acute exacerbation of asthma
5729,C0003873,DB00005,etanercept,Rheumatoid arthritis
5730,C3495559,DB00005,etanercept,Juvenile idiopathic arthritis
5731,C0003872,DB00005,etanercept,Psoriasis with arthropathy
5732,C0038013,DB00005,etanercept,Ankylosing spondylitis
5733,C0406317,DB00005,etanercept,Plaque psoriasis
5734,C0267167,DB12482,acotiamide,Nonulcer dyspepsia
5735,C0011581,DB09254,caroxazone,Depressive disorder
5736,C0007131,DB00317,gefitinib,Non-small cell lung cancer
5737,C1960925,DB00317,gefitinib,"Non-small cell lung cancer, positive for epidermal growth factor receptor expression"
5738,C0036341,DB04842,fluspirilene,Schizophrenia
5739,C0153594,DB06810,plicamycin,Malignant tumor of testis
5740,C2711256,DB00106,abarelix,Ischemic priapism
5741,C0035220,DB06415,calfactant,Respiratory distress syndrome in the newborn
5742,C0007131,DB00530,erlotinib,Non-small cell lung cancer
5743,C0281361,DB00530,erlotinib,Adenocarcinoma of pancreas
5744,C0155862,DB01190,clindamycin,Pneumococcal pneumonia
5745,C0152964,DB01190,clindamycin,Streptococcal septicemia
5746,C0684256,DB01190,clindamycin,Bacterial septicemia
5747,C1997728,DB01190,clindamycin,Osteomyelitis due to Staphylococcus aureus
5748,C0178299,DB01190,clindamycin,Infection of skin AND/OR subcutaneous tissue
5749,C0152965,DB01190,clindamycin,Staphylococcal septicemia
5750,C0155862,DB01190,clindamycin,Pneumonia due to Streptococcus
5751,C0343500,DB01190,clindamycin,Gas gangrene caused by clostridium perfringens
5752,C0157749,DB01190,clindamycin,Infectious disorder of joint
5753,C0032290,DB01190,clindamycin,Aspiration pneumonia
5754,C1112209,DB01190,clindamycin,Infectious disease of abdomen
5755,C0854328,DB01190,clindamycin,Infection due to anaerobic bacteria
5756,C0032308,DB01190,clindamycin,Staphylococcal pneumonia
5757,C0554628,DB01190,clindamycin,Streptococcus pyogenes infection
5758,C1318973,DB01190,clindamycin,Infection due to Staphylococcus aureus
5759,C0152967,DB01190,clindamycin,Anaerobic septicemia
5760,C2242472,DB01190,clindamycin,Infection of bone
5761,C0014013,DB01190,clindamycin,Empyema of pleura
5762,C0001144,DB01190,clindamycin,Acne vulgaris
5763,C0085166,DB01190,clindamycin,Bacterial vaginosis
5764,C0007102,DB09343,tipiracil,Malignant tumor of colon
5765,C0020443,DB00930,colesevelam,Hypercholesterolemia
5766,C0342881,DB08827,lomitapide,Familial hypercholesterolemia - homozygous
5767,C0154246,DB06819,phenylbutanoic acid,Disorder of the urea cycle metabolism
5768,C0751753,DB06819,phenylbutanoic acid,"Congenital hyperammonemia, type I"
5769,C0175683,DB06819,phenylbutanoic acid,Citrullinemia
5770,C2215257,DB00580,valdecoxib,Acute postoperative pain
5771,C0008533,DB13152,nonacog alfa,Hereditary factor IX deficiency disease
5772,C0029458,DB06202,lasofoxifene,Postmenopausal osteoporosis
5773,C0030193,DB13217,fentiazac,Pain
5774,C1960398,DB00072,trastuzumab,HER2-positive carcinoma of breast
5775,C0346993,DB00072,trastuzumab,Secondary malignant neoplasm of female breast
5776,C0686068,DB00072,trastuzumab,Secondary malignant neoplasm of stomach
5777,C0149931,DB00589,lisuride,Migraine
5778,C0002453,DB00589,lisuride,Amenorrhea
5779,C0001206,DB00589,lisuride,Acromegaly
5780,C0029456,DB06548,minodronic acid,Osteoporosis
5781,C0009806,DB06480,prucalopride,Constipation
5782,C0026764,DB00188,bortezomib,Multiple myeloma
5783,C0334634,DB00188,bortezomib,Mantle cell lymphoma
5784,C0238217,DB00074,basiliximab,Renal transplant rejection
5785,C0024623,DB09256,tegafur,Malignant tumor of stomach
5786,C0729524,DB01298,sulfacytine,Bacterial urinary infection
5787,C0017168,DB13762,dexrabeprazole,Gastroesophageal reflux disease
5788,C0043515,DB13762,dexrabeprazole,Zollinger-Ellison syndrome
5789,C0014869,DB13762,dexrabeprazole,Peptic reflux disease
5790,C0267055,DB13762,dexrabeprazole,Erosive esophagitis
5791,C0038358,DB13762,dexrabeprazole,Gastric ulcer
5792,C0013295,DB13762,dexrabeprazole,Duodenal ulcer disease
5793,C0030920,DB13762,dexrabeprazole,Peptic ulcer
5794,C0339296,DB13926,cenegermin,Neurotrophic keratitis
5795,C2973725,DB06403,ambrisentan,Pulmonary arterial hypertension
5796,C0850149,DB13785,dropropizine,Non-productive cough
5797,C0027424,DB13614,metizoline,Nasal congestion
5798,C0358514,DB00403,ceruletide,Diagnostic aid
5799,C0020538,DB13989,epitizide,Hypertensive disorder
5800,C0917801,DB00690,flurazepam,Insomnia
5801,C0020538,DB00524,metolazone,Hypertensive disorder
5802,C0519030,DB01155,gemifloxacin,Pneumonia due to Klebsiella pneumoniae
5803,C0339933,DB01155,gemifloxacin,Acute bacterial bronchitis
5804,C0032302,DB01155,gemifloxacin,Pneumonia due to Mycoplasma pneumoniae
5805,C0004626,DB01155,gemifloxacin,Bacterial pneumonia
5806,C0276026,DB01155,gemifloxacin,Haemophilus influenzae pneumonia
5807,C0339959,DB01155,gemifloxacin,Chlamydial pneumonia
5808,C0856695,DB01155,gemifloxacin,Acute exacerbation of chronic bronchitis
5809,C0155862,DB01155,gemifloxacin,Pneumococcal pneumonia
5810,C0024305,DB00073,rituximab,Non-Hodgkin's lymphoma
5811,C0023434,DB00073,rituximab,"Chronic lymphoid leukemia, disease"
5812,C0003873,DB00073,rituximab,Rheumatoid arthritis
5813,C0043092,DB00073,rituximab,Wegener's granulomatosis
5814,C0343192,DB00073,rituximab,Microscopic polyarteritis nodosa
5815,C1274470,DB09041,tavaborole,Onychomycosis of toenails
5816,C0040261,DB09041,tavaborole,Onychomycosis due to dermatophyte
5817,C0276755,DB09041,tavaborole,Onychomycosis due to Trichophyton mentagrophytes
5818,C0276754,DB09041,tavaborole,Onychomycosis due to Trichophyton rubrum
